PhD in NLP or a closely related field,{'DEGREE': ['PhD']}
"Bachelor’s degree in computer science, Software Engineering, or a related field.","{'DEGREE': ['Bachelor'], 'SPEC': ['computer science', 'Software Engineering']}"
"Bachelor's degree in Product Design, Industrial Design, HCI, or any related field.","{'DEGREE': ['Bachelor'], 'SPEC': ['Product Design', 'Industrial Design']}"
"Bachelor's degree in Computer Science, Information Technology, or a related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Information Technology']}"
"Exp: 7+ Years. • Skills: .Net, C#, React.js  • Location: Bangalore/Remote  • Notice Period: Immediate - 30 Days  • CTC : 25 - 50 Lac (Depends on interview performance)","{'SPEC': ['Net C', 'React js', 'interview performance'], 'DEGREE': ['Lac']}"
"    Roles & Responsibilities   Work with development teams and product managers to ideate software solutions.   Develop and manage well-functioning databases and applications.   Write effective APIs.   Test software to ensure responsiveness and efficiency.   Troubleshoot, debug and upgrade software.   Write technical documentation.   Ensure great hiring.   Create security and data protection settings.   Follow Scrum process, participate in Scrum ceremonies and follow the incremental delivery model. Basic Requirements   • Good Knowledge with databases (e.g., MsSQL, MongoDB), IIS web servers. GormalOne LLP    undefined","{'SPEC': ['Roles Responsibilities Work', 'manage well functioning databases applications', 'software', 'technical documentation', 'security', 'data protection', 'settings', 'Scrum', 'process participate', 'Scrum', 'ceremonies follow', 'incremental delivery', 'Basic', 'databases e', 'web servers GormalOne'], 'DEGREE': ['managers ideate', 'Develop', 'debug upgrade', 'Write', 'Create', 'Follow', 'MongoDB IIS']}"
"Bachelor's or Master's degree in Computer Science, Mathematics, or a related field","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Mathematics']}"
"Have published at least one original Android appExperience with Android SDKExperience with offline storage, threading, and performance tuning.Familiarity with the use of addition sensors such as gyroscopes and accelerometers.Experience working with remote data via REST and JSONExperience with third-party libraries and APIsWorking knowledge of the general mobile landscape, architectures, trends, andemergingtechnologiesSolid understanding of the full mobile development life cycle.","{'SPEC': ['published least', 'original Android appExperience', 'offline storage', 'threading performance', 'use addition sensors gyroscopes accelerometers', 'working', 'party libraries', 'mobile landscape architectures', 'mobile development'], 'DEGREE': ['SDKExperience', 'remote data', 'via', 'JSONExperience third']}"
"BS,MS from a tier-1 college or university with CS,CES,EE as a major is highly desired","{'DEGREE': ['MS'], 'SPEC': ['CS', 'CES', 'EE']}"
"10+ years of experience with relational databases (SQL, MySQL specifically) and 10+ years of experience in Non-relational,NoSQL databases (Cassandra, Scala, etc.)","{'SPEC': ['SQL', 'Non relational NoSQL databases']}"
"● Bachelor's or Master's degree in computer science or software engineering is preferred ● Prior work experience in doing automation on cloud is highly desired ● Experience with docker containers, kubernetes or equivalent systems is required ","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['computer science', 'software engineering', 'automation']}"
"Bachelor’s Degree (preferably computer science or engineering) with at least 6 to 10 years’ experience in a professional services, client-facing capacity","{'DEGREE': ['Bachelor', 'professional services client facing capacity'], 'SPEC': ['preferably computer science']}"
"Bachelors related to IT and, or experience, MBA from Tier- 2 university - Preferred",{}
"5+ years of experience in Product Management in the Enterprise Software, SaaS, PaaS industry. While you do not need to be a developer, a strong technical background is required to be able to understand platform and database configurations so that you are able to convey requirements to engineering.","{'DEGREE': ['Enterprise'], 'SPEC': ['Software SaaS', 'understand platform', 'able convey']}"
"ME, B. Tech, BE in Computer Science or related discipline.","{'DEGREE': ['B Tech'], 'SPEC': ['Computer Science']}"
"Bachelor's or higher degree in Computer Science, Software Engineering, or a related field.","{'DEGREE': ['Bachelor higher degree'], 'SPEC': ['Computer Science', 'Software Engineering']}"
"Bachelor's degree in computer science, other technical field, or equivalent experience.","{'DEGREE': ['Bachelor'], 'SPEC': ['computer science']}"
"6+ years of experience designing reliable, available and large-scale distributed backend services6+ years of experience building and shipping products to production",{}
Bachelor`s degree in design or related field or relevant work experience,{'DEGREE': ['Bachelor']}
"Bachelor`s degree in Computer Science, Engineering, or a related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Engineering']}"
A proven track record of a minimum of 10 years of hands-on experience specifically with PeopleSoft Financials.Possession of a Bachelor's degree in a relevant field,"{'SPEC': ['proven track', 'specifically PeopleSoft Financials Possession'], 'DEGREE': ['Bachelor']}"
asdfghj,{'SPEC': ['asdfghj']}
"The job description states that the candidate should have ""3+ years of full-stack development experience in modern web development technologies, Java, J2EE, Spring Boot."" Therefore, the required experience is 3+ years.","{'DEGREE': ['job', 'J'], 'SPEC': ['full stack development', 'modern web development technologies']}"
5 to 12 years,{}
"BA,BS,BE degree or higher in Information Technology Computer Science or Engineering","{'DEGREE': ['BA', 'BS'], 'SPEC': ['higher Information Technology', 'Computer Science', 'Engineering']}"
A BS in Computer Science or equivalent experience; industrial environment experience a plus,"{'DEGREE': ['BS'], 'SPEC': ['Computer Science', 'industrial environment', 'plus']}"
"Bachelor`s degree or higher in Linguistics with a focus on Computational Linguistics, or in Computer Science with a specialization in NLP and formal coursework in Linguistics","{'DEGREE': ['Bachelor', 'higher Linguistics'], 'SPEC': ['Computer Science', 'NLP formal coursework', 'Linguistics']}"
Excellent academic background in Computer Science or other related field,{'SPEC': ['Excellent academic background']}
"PhD in Physics, Mathematics, or Computer Science preferred. Master's degree with significant experience also encouraged.","{'DEGREE': ['PhD', 'Master'], 'SPEC': ['Physics', 'Mathematics', 'Computer Science', 'significant experience also encouraged']}"
Bachelor`s degree,{'DEGREE': ['Bachelor']}
"Bachelor`s degree in Computer Science, Engineering, Statistics, or a related field; a Master`s degree is a plus.","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Engineering', 'Statistics', 'plus']}"
Bachelor`s degree in relevant field,{'DEGREE': ['Bachelor']}
"One of the following is required  M.D. or D.O. Degree from an accredited medical school. Preferred Education o Graduate level courses or Master`s Degree in Healthcare Administration, Medical Management, or Business Administration.","{'SPEC': ['following', 'medical school', 'Healthcare Administration', 'Medical Management', 'Business Administration'], 'DEGREE': ['Master']}"
Associate degree in Computer Science or related field is required with a bachelor`s preferred,"{'DEGREE': ['Associate', 'bachelor'], 'SPEC': ['Computer Science']}"
Bachelor`s or Associate Degree in Information Technology,"{'DEGREE': ['Bachelor', 'Associate'], 'SPEC': ['Information Technology']}"
"Degree in Physics, Math or Computer Science or equivalent required. PhD in Physics, Math or Computer Science, with a focus on quantum information theory or quantum computation preferred.","{'SPEC': ['Physics', 'Computer Science', 'Physics', 'Computer Science', 'quantum computation'], 'DEGREE': ['PhD']}"
"BA,BS degree or the equivalent in experience","{'DEGREE': ['BA', 'BS']}"
Bachelor`s or Master`s degree in a related field,"{'DEGREE': ['Bachelor', 'Master']}"
"BS,MS in Computer Science, Mathematics, Physics, Engineering, or a related field","{'DEGREE': ['BS', 'MS'], 'SPEC': ['Computer Science', 'Mathematics', 'Physics', 'Engineering']}"
"A Bachelor`s degree in a related field (Computer Science, Statistics, Mathematics, Engineering, etc.). A Master`s or Ph.D. is a plus.","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Statistics', 'Mathematics', 'Engineering', 'plus']}"
"1. Bachelor's degree in Computer Science, Information Systems, or related field.2. Over 15 years of hands-on experience in Oracle E-Business Suite, with a focus on Supply Chain Management modules.3. Proven expertise in Oracle EBS 12.2.9 version, with a deep understanding of its functionalities and configurations.4. Strong analytical and problem-solving skills, with the ability to analyze complex business processes and design effective solutions.5. Excellent communication and interpersonal skills, with the ability to work closely with business stakeholders and project teams.6. Demonstrated leadership experience, with the ability to lead implementation projects and manage cross-functional teams effectively.7. Strong documentation skills, with the ability to create and maintain comprehensive documentation for EBS configurations and customizations.8. Ability to prioritize and manage multiple tasks concurrently in a fast-paced environment, while maintaining attention to detail and quality.9. Experience with Oracle EBS integration and testing processes, with a focus on ensuring quality and adherence to standards.10. Oracle certifications in relevant modules (e.g., Order Management, Inventory) are a plus.","{'DEGREE': ['Bachelor', 'Oracle', 'prioritize', 'Oracle'], 'SPEC': ['Computer Science', 'Information Systems', 'E Business', 'Supply Chain Management', 'modules', 'analytical problem solving', 'ability analyze complex', 'ability work', 'ability', 'ability create maintain', 'customizations Ability', 'maintaining attention', 'integration testing', 'Oracle certifications', 'Inventory plus']}"
"PhD or Masters in Computer Science, Engineering, Statistics, or related field preferred","{'DEGREE': ['PhD', 'Masters'], 'SPEC': ['Computer Science', 'Engineering', 'Statistics']}"
BE degree,{}
BS or MS Degree in Computer Science or Computer Engineering or equivalent degree,"{'DEGREE': ['BS', 'MS'], 'SPEC': ['Computer Science', 'Computer Engineering']}"
Bachelor`s degree in Computer Science or a related field,"{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science']}"
"Bachelor's degree in Business Administration, Sales, Marketing, or related field. ","{'DEGREE': ['Bachelor'], 'SPEC': ['Business Administration', 'Sales Marketing']}"
"Ph.D. and publications in machine learning, AI, applied mathematics, or related technical fields",{'SPEC': ['applied mathematics']}
"Bachelor`s or Master`s degree in Electrical Engineering, Power Electronics, or a related field.","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Electrical Engineering', 'Power Electronics']}"
"Bachelor`s degree in Marketing, Business, or related field; MBA is a plus.","{'DEGREE': ['Bachelor', 'MBA plus'], 'SPEC': ['Marketing']}"
"MPH or equivalent qualification in Epidemiology or Public Health, Ph.D. in Life Sciences, Cancer Biology, Molecular Biology, Genomics, or a closely related field, with a strong emphasis on oncology.","{'SPEC': ['Epidemiology', 'Public', 'Sciences Cancer Biology', 'Molecular Biology', 'Genomics', 'oncology']}"
"Bachelor`s or higher degree in Computer Science, Software Engineering, or a related field","{'DEGREE': ['Bachelor higher degree'], 'SPEC': ['Computer Science', 'Software Engineering']}"
"Bachelor`s degree in Computer Science, Web Development, or a related field (or equivalent practical experience)","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Web Development']}"
"Bachelor`s or Master`s degree in Computer Science, Engineering, or a related field","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Engineering']}"
"Degree in software engineering, computer science, or software development","{'SPEC': ['software engineering', 'computer science', 'software development']}"
"Bachelor`s degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience)","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Software Engineering']}"
"Bachelors, Masters Degree in Computer Science, Information Technology","{'DEGREE': ['Masters'], 'SPEC': ['Computer Science', 'Information Technology']}"
"A bachelor`s degree in Aerospace Engineering, Mechanical Engineering, or a related field, with a master`s degree preferred","{'DEGREE': ['bachelor', 'master'], 'SPEC': ['Aerospace Engineering', 'Mechanical Engineering']}"
"Bachelor`s or Master`s degree in Computer Science, Software Engineering, Electrical Engineering, Aerospace Engineering, or related field required; advanced degree preferred.","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Software Engineering', 'Electrical Engineering', 'Aerospace Engineering']}"
"Bachelor`s or Master`s in Computer Science, Software Engineering, Electrical Engineering, Aerospace Engineering, or related. Advanced degree preferred.","{'DEGREE': ['Bachelor Master'], 'SPEC': ['Computer Science', 'Software Engineering', 'Electrical Engineering', 'Aerospace Engineering']}"
"Bachelor`s or Master`s degree in Business Administration, Engineering, Computer Science, or related field","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Business Administration', 'Engineering', 'Computer Science']}"
"Bachelor`s degree in Business Administration, Sales, Marketing, or a related field is a plus","{'DEGREE': ['Bachelor'], 'SPEC': ['Business Administration', 'Sales Marketing']}"
"Graduate or above in CS or other Engineering, Computing streams","{'DEGREE': ['Graduate'], 'SPEC': ['CS', 'Engineering', 'Computing streams']}"
"Bachelor`s degree in Computer Science, Information Technology, or related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Information Technology']}"
"Bachelor`s or Master`s degree in Computer Science, Engineering, Data Science, or a related field","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Engineering', 'Data Science']}"
Bachelor`s degree or equivalent practical experience,{'DEGREE': ['Bachelor']}
"Bachelor`s degree in Computer Science, Engineering, or related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Engineering']}"
"Qualifications:A bachelor's degree in Business Administration, Sales, Marketing, or a related field is a plus.Strong communication and interpersonal skills.Ability to travel approximately 50% of the time within the designated territory.Experience working with distributors and project-based customers is a plus.Self-motivated and results-driven with a passion for sales. ","{'DEGREE': ['bachelor', 'customers plus'], 'SPEC': ['Business Administration', 'Sales Marketing', 'Ability travel', 'sales']}"
"Requirements:Strong data center experience with rack and stack,Minimum of 5 years on-prem large scale data center experience supporting the Data Center equipment and/or infrastructure (Power, Space, Cooling, Equipment)Strong cabling skills, cable management and dressingStrong NW troubleshooting experience, ideally with Supermicro Servers, Infiniband Fabric and Mellanox, Arista HardwareStrong attention to detail, independent and out of box thinkingSolid skills in UNIX (Ubuntu or RedHat) administration and knowledge of commands including logging into the server’s to monitor for disk failures, debug systems, etcBreak fix server expertise including mechanical assembly, disassembly, installing heavy GPU trays, changing system configs and building up prototype ","{'SPEC': ['rack stack', 'supporting', 'equipment infrastructure', 'Power Space Cooling Equipment', 'cable management', 'ideally Supermicro', 'Infiniband', 'Fabric', 'Ubuntu RedHat administration knowledge', 'commands including logging', 'including mechanical assembly', 'disassembly installing heavy', 'trays changing system configs building prototype'], 'DEGREE': ['Center', 'Servers', 'debug systems etcBreak', 'server']}"
"Ph.D. and M.Tech (Res) in Computer Science and automation M.Tech in Artificial Intelligence M. Tech,Ph.D,M Tech (Research) in Computational and Data Science","{'DEGREE': ['Tech Res'], 'SPEC': ['Computer Science', 'automation', 'Artificial Intelligence', 'Computational Data Science']}"
"Bachelor`s degree in Business Administration, Sales, Marketing, or related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Business Administration', 'Sales Marketing']}"
Bachelor`s degree or equivalent experience,{'DEGREE': ['Bachelor']}
"Bachelor`s degree or equivalent experience in Human Resources, Business Administration, or related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Human Resources Business Administration']}"
"Bachelor`s degree in Human Resources, Business Administration, or related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Human Resources Business Administration']}"
"Bachelor`s degree in Human Resources, Business Administration, Psychology, or a related field. Master`s degree preferred.","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Human Resources Business Administration', 'Psychology']}"
"Masters degree in areas related to Applied Mathematics, Machine Learning, Statistics, Operations Research","{'DEGREE': ['Masters'], 'SPEC': ['Mathematics', 'Machine Learning', 'Statistics', 'Operations Research']}"
Bachelor`s degree in Architecture or Civil Engineering is required. Advanced Degree is a plus.,"{'DEGREE': ['Bachelor'], 'SPEC': ['Architecture', 'Civil Engineering', 'plus']}"
"Master`s degree or higher in Computer Science, AI, or a related field","{'DEGREE': ['Master', 'higher Computer Science']}"
"Desired Skills and Background● With an experience range between 10 - 15 Years Sales in Government domain.● Proficient communication skills, both written and verbal, to effectively engage with clientsand internal stakeholders.● Ability to thrive in a fast-paced team environment, handling multiple tasks simultaneouslywith ease.● Strong logical and analytical skills to assess complex situations and devise effectivesolutions.● Sense of responsibility and ownership towards achieving organizational objectives.● Capability to interact confidently with senior management and stakeholders.● Excellent coordination and time management skills to efficiently execute sales strategiesand meet targets","{'SPEC': ['Background experience', 'Sales', 'written verbal', 'environment handling', 'tasks simultaneouslywith', 'assess complex situations', 'achieving', 'interact confidently senior management', 'coordination', 'time management', 'efficiently execute sales strategiesand', 'meet targets']}"
"Bachelor`s degree in Information Systems, Finance, or related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Information Systems', 'Finance']}"
"Bachelor`s degree in business administration, computer science, or a related field","{'DEGREE': ['Bachelor'], 'SPEC': ['business administration', 'computer science']}"
Bachelor's degree in Computer Science or related field,"{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science']}"
Bachelor`s or Master`s degree in computer science or related field from a top university,"{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['computer science']}"
Master`s degree in computer science or a related field,"{'DEGREE': ['Master'], 'SPEC': ['computer science']}"
"Bachelor`s degree in Marketing, Communications, Design, or a related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Marketing']}"
"BA,BS degree or equivalent; MBA or technical degree a plus","{'DEGREE': ['BA', 'BS', 'technical'], 'SPEC': ['plus']}"
"Undergraduate degree in Computer Science, Machine Learning, or Artificial Intelligence major is preferred","{'DEGREE': ['Undergraduate'], 'SPEC': ['Computer Science', 'Machine Learning', 'Artificial Intelligence']}"
text,{'SPEC': ['text']}
"Bachelor's degree in relevant field (e.g., Technical Communication, Computer Science, Information Technology)","{'DEGREE': ['Bachelor', 'Technical Communication'], 'SPEC': ['Computer Science', 'Information Technology']}"
